Rank on List,Ethnicity,Gender,Race,Project Type,VI Score,Household Type
529,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
530,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
531,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
532,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
533,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,7,Household without Children
534,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
535,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
536,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
537,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,#N/A,Household without Children
538,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
539,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
540,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
541,Hispanic/Latin(a)(o)(x),Male,White,TH,7,Household without Children
542,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
543,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
544,Hispanic/Latin(a)(o)(x),Female,Client refused,TH,7,Household without Children
545,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
546,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
547,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
548,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
549,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
550,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
551,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
552,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,7,Household without Children
553,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
554,Non-Hispanic/Non-Latin(a)(o)(x),Transgender,White,TH,#N/A,Household without Children
555,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
556,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
557,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
558,Data not collected,Female,"Black, African American, or African",TH,7,Household without Children
559,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
560,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
561,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,7,Household without Children
562,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,TH,7,Household without Children
563,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
564,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,7,Household without Children
565,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
566,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,7,Household without Children
567,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,6,Household without Children
568,Hispanic/Latin(a)(o)(x),Female,White,TH,6,Household without Children
569,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
570,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
571,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
572,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,6,Household without Children
573,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
574,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",TH,6,Household without Children
575,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
576,Hispanic/Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",TH,6,Household without Children
577,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
578,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
579,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
580,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
581,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
582,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
583,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
584,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
585,Non-Hispanic/Non-Latin(a)(o)(x),Male,Asian or Asian American,TH,6,Household without Children
586,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
587,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
588,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,TH,6,Household without Children
589,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
590,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
591,Hispanic/Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",TH,6,Household without Children
592,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
593,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,6,Household without Children
594,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,12,Household without Children
595,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
596,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
597,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,6,Household without Children
598,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,6,Household without Children
599,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,6,Household without Children
600,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
601,Non-Hispanic/Non-Latin(a)(o)(x),Transgender,White,TH,6,Household without Children
602,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
603,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
604,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
605,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
606,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
607,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",TH,6,Household without Children
608,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
609,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
610,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,6,Household without Children
611,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
612,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
613,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
614,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
615,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
616,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,6,Household without Children
617,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
618,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,6,Household without Children
619,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,TH,6,Household without Children
620,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
621,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
622,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
623,Hispanic/Latin(a)(o)(x),Other gender,White,TH,6,Household without Children
624,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
625,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,TH,6,Household without Children
626,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
627,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,TH,6,Household without Children
628,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
629,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
630,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
631,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
632,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
633,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
634,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",TH,6,Household without Children
635,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
636,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,6,Household without Children
637,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
638,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
639,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,6,Household without Children
640,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
641,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,6,Household without Children
642,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,6,Household without Children
643,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
644,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
645,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
646,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
647,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
648,Non-Hispanic/Non-Latin(a)(o)(x),Other gender,Client refused,TH,6,Household without Children
649,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,6,Household without Children
650,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
651,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
652,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
653,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
654,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
655,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,TH,6,Household without Children
656,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,6,Household without Children
657,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
658,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
659,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,TH,6,Household without Children
660,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
661,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
662,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",TH,6,Household without Children
663,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
664,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
665,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
666,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
667,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
668,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
669,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,6,Household without Children
670,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
671,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
672,Hispanic/Latin(a)(o)(x),Male,White,TH,6,Household without Children
673,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,6,Household without Children
674,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,6,Household without Children
675,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,6,Household without Children
676,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,6,Household without Children
677,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
678,Non-Hispanic/Non-Latin(a)(o)(x),Transgender,White,TH,5,Household without Children
679,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
680,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,5,Household without Children
681,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,5,Household without Children
682,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,5,Household without Children
683,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
684,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
685,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
686,Hispanic/Latin(a)(o)(x),Male,"Black, African American, or African",TH,5,Household without Children
687,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
688,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,5,Household without Children
689,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,5,Household without Children
690,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,5,Household without Children
691,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
692,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,TH,5,Household without Children
693,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",TH,5,Household without Children
694,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,5,Household without Children
695,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",TH,5,Household without Children
696,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
697,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",TH,5,Household without Children
698,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
699,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,5,Household without Children
700,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
701,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
702,Data not collected,Male,"Black, African American, or African",TH,5,Household without Children
703,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,5,Household without Children
704,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
705,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
706,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
707,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,5,Household without Children
708,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,5,Household without Children
709,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,5,Household without Children
710,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
711,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
712,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",TH,5,Household without Children
713,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
714,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
715,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",TH,5,Household without Children
716,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
717,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
718,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
719,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,TH,5,Household without Children
720,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
721,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
722,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
723,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,#N/A,Household without Children
724,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,TH,5,Household without Children
725,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,TH,5,Household without Children
726,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",TH,5,Household without Children
